Year,District Code,District Name,Neighborhood Code,Neighborhood Name,Age,Immigrants,Emigrants,Diferencia
2015,8,Nou Barris,49,Canyelles,40-44,20,11,9
2015,8,Nou Barris,50,les Roquetes,40-44,60,53,7
2015,8,Nou Barris,51,Verdun,40-44,45,48,-3
2015,8,Nou Barris,52,la Prosperitat,40-44,76,82,-6
2015,8,Nou Barris,53,la Trinitat Nova,40-44,37,28,9
2015,8,Nou Barris,54,Torre Baró,40-44,10,13,-3
2015,8,Nou Barris,55,Ciutat Meridiana,40-44,42,56,-14
2015,8,Nou Barris,56,Vallbona,40-44,4,0,4
2015,9,Sant Andreu,57,la Trinitat Vella,40-44,62,48,14
2015,9,Sant Andreu,58,Baró de Viver,40-44,10,12,-2
2015,9,Sant Andreu,59,el Bon Pastor,40-44,67,49,18
2015,9,Sant Andreu,60,Sant Andreu,40-44,166,143,23
2015,9,Sant Andreu,61,la Sagrera,40-44,97,83,14
2015,9,Sant Andreu,62,el Congrés i els Indians,40-44,46,38,8
2015,9,Sant Andreu,63,Navas,40-44,78,67,11
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,40-44,154,109,45
2015,10,Sant Martí,65,el Clot,40-44,95,85,10
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,40-44,68,57,11
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,40-44,53,30,23
2015,10,Sant Martí,68,el Poblenou,40-44,156,125,31
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,40-44,78,56,22
2015,10,Sant Martí,70,el Besòs i el Maresme,40-44,138,128,10
2015,10,Sant Martí,71,Provençals del Poblenou,40-44,94,55,39
2015,10,Sant Martí,72,Sant Martí de Provençals,40-44,77,70,7
2015,10,Sant Martí,73,la Verneda i la Pau,40-44,101,98,3
2015,1,Ciutat Vella,1,el Raval,45-49,280,176,104
