Year,District Code,District Name,Neighborhood Code,Neighborhood Name,Age,Immigrants,Emigrants,Diferencia
2016,2,Eixample,10,Sant Antoni,40-44,139,125,14
2016,3,Sants-Montjuïc,11,el Poble Sec,40-44,176,173,3
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,40-44,2,1,1
2016,3,Sants-Montjuïc,13,la Marina de Port,40-44,113,87,26
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,40-44,38,33,5
2016,3,Sants-Montjuïc,15,Hostafrancs,40-44,73,54,19
2016,3,Sants-Montjuïc,16,la Bordeta,40-44,80,46,34
2016,3,Sants-Montjuïc,17,Sants - Badal,40-44,102,91,11
2016,3,Sants-Montjuïc,18,Sants,40-44,161,145,16
2016,4,Les Corts,19,les Corts,40-44,149,136,13
2016,4,Les Corts,20,la Maternitat i Sant Ramon,40-44,75,77,-2
2016,4,Les Corts,21,Pedralbes,40-44,70,25,45
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",40-44,16,8,8
2016,5,Sarrià-Sant Gervasi,23,Sarrià,40-44,106,68,38
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,40-44,68,60,8
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40-44,91,58,33
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,40-44,184,128,56
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,40-44,91,72,19
2016,6,Gràcia,28,Vallcarca i els Penitents,40-44,53,42,11
2016,6,Gràcia,29,el Coll,40-44,31,38,-7
2016,6,Gràcia,30,la Salut,40-44,26,20,6
2016,6,Gràcia,31,la Vila de Gràcia,40-44,169,177,-8
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,40-44,95,82,13
2016,7,Horta-Guinardó,33,el Baix Guinardó,40-44,66,75,-9
2016,7,Horta-Guinardó,34,Can Baró,40-44,31,24,7
2016,7,Horta-Guinardó,35,el Guinardó,40-44,122,98,24
2016,7,Horta-Guinardó,36,la Font d'en Fargues,40-44,21,27,-6
2016,7,Horta-Guinardó,37,el Carmel,40-44,99,81,18
2016,7,Horta-Guinardó,38,la Teixonera,40-44,38,31,7
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,40-44,17,19,-2
2016,7,Horta-Guinardó,40,Montbau,40-44,9,9,0
2016,7,Horta-Guinardó,41,la Vall d'Hebron,40-44,13,10,3
2016,7,Horta-Guinardó,42,la Clota,40-44,5,2,3
2016,7,Horta-Guinardó,43,Horta,40-44,70,58,12
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,40-44,77,61,16
2016,8,Nou Barris,45,Porta,40-44,108,58,50
2016,8,Nou Barris,46,el Turó de la Peira,40-44,37,47,-10
2016,8,Nou Barris,47,Can Peguera,40-44,5,3,2
2016,8,Nou Barris,48,la Guineueta,40-44,51,22,29
2016,8,Nou Barris,49,Canyelles,40-44,10,10,0
2016,8,Nou Barris,50,les Roquetes,40-44,63,39,24
2016,8,Nou Barris,51,Verdun,40-44,38,35,3
2016,8,Nou Barris,52,la Prosperitat,40-44,74,63,11
2016,8,Nou Barris,53,la Trinitat Nova,40-44,31,19,12
2016,8,Nou Barris,54,Torre Baró,40-44,10,5,5
2016,8,Nou Barris,55,Ciutat Meridiana,40-44,57,33,24
2016,8,Nou Barris,56,Vallbona,40-44,2,7,-5
2016,9,Sant Andreu,57,la Trinitat Vella,40-44,54,34,20
2016,9,Sant Andreu,58,Baró de Viver,40-44,8,7,1
2016,9,Sant Andreu,59,el Bon Pastor,40-44,43,44,-1
2016,9,Sant Andreu,60,Sant Andreu,40-44,134,139,-5
2016,9,Sant Andreu,61,la Sagrera,40-44,86,60,26
2016,9,Sant Andreu,62,el Congrés i els Indians,40-44,38,33,5
2016,9,Sant Andreu,63,Navas,40-44,70,65,5
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,40-44,146,133,13
2016,10,Sant Martí,65,el Clot,40-44,72,75,-3
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,40-44,59,43,16
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,40-44,37,18,19
2016,10,Sant Martí,68,el Poblenou,40-44,146,114,32
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,40-44,72,50,22
2016,10,Sant Martí,70,el Besòs i el Maresme,40-44,126,95,31
2016,10,Sant Martí,71,Provençals del Poblenou,40-44,66,72,-6
2016,10,Sant Martí,72,Sant Martí de Provençals,40-44,57,58,-1
2016,10,Sant Martí,73,la Verneda i la Pau,40-44,89,67,22
2016,1,Ciutat Vella,1,el Raval,45-49,213,163,50
2016,1,Ciutat Vella,2,el Barri Gòtic,45-49,68,47,21
2016,1,Ciutat Vella,3,la Barceloneta,45-49,47,33,14
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45-49,71,66,5
2016,2,Eixample,5,el Fort Pienc,45-49,81,54,27
2016,2,Eixample,6,la Sagrada Família,45-49,131,112,19
2016,2,Eixample,7,la Dreta de l'Eixample,45-49,133,88,45
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,45-49,109,73,36
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,45-49,128,121,7
2016,2,Eixample,10,Sant Antoni,45-49,78,59,19
2016,3,Sants-Montjuïc,11,el Poble Sec,45-49,122,112,10
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,45-49,1,2,-1
2016,3,Sants-Montjuïc,13,la Marina de Port,45-49,78,62,16
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,45-49,33,24,9
2016,3,Sants-Montjuïc,15,Hostafrancs,45-49,56,58,-2
2016,3,Sants-Montjuïc,16,la Bordeta,45-49,37,49,-12
2016,3,Sants-Montjuïc,17,Sants - Badal,45-49,58,55,3
2016,3,Sants-Montjuïc,18,Sants,45-49,107,94,13
2016,4,Les Corts,19,les Corts,45-49,101,86,15
2016,4,Les Corts,20,la Maternitat i Sant Ramon,45-49,63,53,10
2016,4,Les Corts,21,Pedralbes,45-49,45,38,7
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",45-49,6,10,-4
2016,5,Sarrià-Sant Gervasi,23,Sarrià,45-49,72,52,20
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,45-49,37,33,4
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,45-49,49,55,-6
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,45-49,148,81,67
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,45-49,62,57,5
2016,6,Gràcia,28,Vallcarca i els Penitents,45-49,37,31,6
2016,6,Gràcia,29,el Coll,45-49,19,14,5
2016,6,Gràcia,30,la Salut,45-49,20,19,1
2016,6,Gràcia,31,la Vila de Gràcia,45-49,103,104,-1
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,45-49,65,43,22
2016,7,Horta-Guinardó,33,el Baix Guinardó,45-49,47,48,-1
2016,7,Horta-Guinardó,34,Can Baró,45-49,22,10,12
2016,7,Horta-Guinardó,35,el Guinardó,45-49,96,80,16
2016,7,Horta-Guinardó,36,la Font d'en Fargues,45-49,11,14,-3
2016,7,Horta-Guinardó,37,el Carmel,45-49,54,55,-1
2016,7,Horta-Guinardó,38,la Teixonera,45-49,21,15,6
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,45-49,19,13,6
2016,7,Horta-Guinardó,40,Montbau,45-49,6,13,-7
2016,7,Horta-Guinardó,41,la Vall d'Hebron,45-49,14,7,7
2016,7,Horta-Guinardó,42,la Clota,45-49,0,0,0
2016,7,Horta-Guinardó,43,Horta,45-49,49,42,7
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,45-49,43,28,15
2016,8,Nou Barris,45,Porta,45-49,71,57,14
2016,8,Nou Barris,46,el Turó de la Peira,45-49,40,32,8
2016,8,Nou Barris,47,Can Peguera,45-49,2,7,-5
2016,8,Nou Barris,48,la Guineueta,45-49,31,24,7
2016,8,Nou Barris,49,Canyelles,45-49,4,11,-7
2016,8,Nou Barris,50,les Roquetes,45-49,47,43,4
2016,8,Nou Barris,51,Verdun,45-49,28,22,6
2016,8,Nou Barris,52,la Prosperitat,45-49,62,39,23
2016,8,Nou Barris,53,la Trinitat Nova,45-49,15,16,-1
2016,8,Nou Barris,54,Torre Baró,45-49,10,2,8
2016,8,Nou Barris,55,Ciutat Meridiana,45-49,31,20,11
2016,8,Nou Barris,56,Vallbona,45-49,3,4,-1
2016,9,Sant Andreu,57,la Trinitat Vella,45-49,39,20,19
2016,9,Sant Andreu,58,Baró de Viver,45-49,10,6,4
2016,9,Sant Andreu,59,el Bon Pastor,45-49,33,33,0
2016,9,Sant Andreu,60,Sant Andreu,45-49,96,75,21
2016,9,Sant Andreu,61,la Sagrera,45-49,61,43,18
2016,9,Sant Andreu,62,el Congrés i els Indians,45-49,33,23,10
2016,9,Sant Andreu,63,Navas,45-49,49,51,-2
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,45-49,92,93,-1
2016,10,Sant Martí,65,el Clot,45-49,58,45,13
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,45-49,39,24,15
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,45-49,17,18,-1
2016,10,Sant Martí,68,el Poblenou,45-49,80,58,22
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,45-49,45,29,16
2016,10,Sant Martí,70,el Besòs i el Maresme,45-49,94,74,20
2016,10,Sant Martí,71,Provençals del Poblenou,45-49,43,33,10
2016,10,Sant Martí,72,Sant Martí de Provençals,45-49,51,53,-2
2016,10,Sant Martí,73,la Verneda i la Pau,45-49,79,55,24
2016,1,Ciutat Vella,1,el Raval,50-54,132,96,36
2016,1,Ciutat Vella,2,el Barri Gòtic,50-54,55,40,15
2016,1,Ciutat Vella,3,la Barceloneta,50-54,33,21,12
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50-54,51,29,22
2016,2,Eixample,5,el Fort Pienc,50-54,67,41,26
2016,2,Eixample,6,la Sagrada Família,50-54,101,81,20
2016,2,Eixample,7,la Dreta de l'Eixample,50-54,118,70,48
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,50-54,78,76,2
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,50-54,105,73,32
2016,2,Eixample,10,Sant Antoni,50-54,74,56,18
2016,3,Sants-Montjuïc,11,el Poble Sec,50-54,94,78,16
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,50-54,1,1,0
2016,3,Sants-Montjuïc,13,la Marina de Port,50-54,59,50,9
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,50-54,12,20,-8
2016,3,Sants-Montjuïc,15,Hostafrancs,50-54,26,30,-4
2016,3,Sants-Montjuïc,16,la Bordeta,50-54,29,19,10
2016,3,Sants-Montjuïc,17,Sants - Badal,50-54,39,50,-11
2016,3,Sants-Montjuïc,18,Sants,50-54,87,66,21
2016,4,Les Corts,19,les Corts,50-54,59,66,-7
2016,4,Les Corts,20,la Maternitat i Sant Ramon,50-54,45,33,12
2016,4,Les Corts,21,Pedralbes,50-54,36,23,13
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",50-54,7,6,1
2016,5,Sarrià-Sant Gervasi,23,Sarrià,50-54,50,45,5
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,50-54,32,22,10
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,50-54,46,39,7
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,50-54,122,67,55
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,50-54,47,40,7
2016,6,Gràcia,28,Vallcarca i els Penitents,50-54,27,18,9
2016,6,Gràcia,29,el Coll,50-54,9,11,-2
2016,6,Gràcia,30,la Salut,50-54,18,15,3
2016,6,Gràcia,31,la Vila de Gràcia,50-54,85,78,7
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,50-54,39,30,9
2016,7,Horta-Guinardó,33,el Baix Guinardó,50-54,29,21,8
2016,7,Horta-Guinardó,34,Can Baró,50-54,14,17,-3
2016,7,Horta-Guinardó,35,el Guinardó,50-54,57,43,14
2016,7,Horta-Guinardó,36,la Font d'en Fargues,50-54,6,7,-1
2016,7,Horta-Guinardó,37,el Carmel,50-54,54,40,14
2016,7,Horta-Guinardó,38,la Teixonera,50-54,19,17,2
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,50-54,12,9,3
2016,7,Horta-Guinardó,40,Montbau,50-54,7,6,1
2016,7,Horta-Guinardó,41,la Vall d'Hebron,50-54,9,9,0
2016,7,Horta-Guinardó,42,la Clota,50-54,1,0,1
2016,7,Horta-Guinardó,43,Horta,50-54,45,35,10
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,50-54,40,31,9
2016,8,Nou Barris,45,Porta,50-54,46,40,6
2016,8,Nou Barris,46,el Turó de la Peira,50-54,32,18,14
2016,8,Nou Barris,47,Can Peguera,50-54,6,3,3
2016,8,Nou Barris,48,la Guineueta,50-54,17,14,3
2016,8,Nou Barris,49,Canyelles,50-54,7,4,3
2016,8,Nou Barris,50,les Roquetes,50-54,25,21,4
2016,8,Nou Barris,51,Verdun,50-54,27,13,14
2016,8,Nou Barris,52,la Prosperitat,50-54,48,33,15
2016,8,Nou Barris,53,la Trinitat Nova,50-54,14,15,-1
2016,8,Nou Barris,54,Torre Baró,50-54,10,3,7
2016,8,Nou Barris,55,Ciutat Meridiana,50-54,30,17,13
2016,8,Nou Barris,56,Vallbona,50-54,0,1,-1
2016,9,Sant Andreu,57,la Trinitat Vella,50-54,28,16,12
2016,9,Sant Andreu,58,Baró de Viver,50-54,4,3,1
2016,9,Sant Andreu,59,el Bon Pastor,50-54,18,23,-5
2016,9,Sant Andreu,60,Sant Andreu,50-54,72,54,18
2016,9,Sant Andreu,61,la Sagrera,50-54,46,35,11
2016,9,Sant Andreu,62,el Congrés i els Indians,50-54,25,17,8
2016,9,Sant Andreu,63,Navas,50-54,40,26,14
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,50-54,64,61,3
2016,10,Sant Martí,65,el Clot,50-54,46,36,10
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,50-54,15,31,-16
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,50-54,15,14,1
2016,10,Sant Martí,68,el Poblenou,50-54,49,54,-5
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,50-54,31,15,16
2016,10,Sant Martí,70,el Besòs i el Maresme,50-54,69,48,21
2016,10,Sant Martí,71,Provençals del Poblenou,50-54,40,35,5
2016,10,Sant Martí,72,Sant Martí de Provençals,50-54,50,39,11
2016,10,Sant Martí,73,la Verneda i la Pau,50-54,48,29,19
2016,1,Ciutat Vella,1,el Raval,55-59,96,60,36
2016,1,Ciutat Vella,2,el Barri Gòtic,55-59,41,27,14
2016,1,Ciutat Vella,3,la Barceloneta,55-59,29,27,2
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55-59,36,21,15
2016,2,Eixample,5,el Fort Pienc,55-59,55,36,19
2016,2,Eixample,6,la Sagrada Família,55-59,68,59,9
2016,2,Eixample,7,la Dreta de l'Eixample,55-59,73,65,8
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,55-59,60,44,16
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,55-59,87,52,35
2016,2,Eixample,10,Sant Antoni,55-59,51,60,-9
2016,3,Sants-Montjuïc,11,el Poble Sec,55-59,75,54,21
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,55-59,0,3,-3
2016,3,Sants-Montjuïc,13,la Marina de Port,55-59,37,39,-2
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,55-59,11,13,-2
2016,3,Sants-Montjuïc,15,Hostafrancs,55-59,20,20,0
2016,3,Sants-Montjuïc,16,la Bordeta,55-59,35,27,8
2016,3,Sants-Montjuïc,17,Sants - Badal,55-59,29,43,-14
2016,3,Sants-Montjuïc,18,Sants,55-59,56,55,1
2016,4,Les Corts,19,les Corts,55-59,47,53,-6
2016,4,Les Corts,20,la Maternitat i Sant Ramon,55-59,37,35,2
2016,4,Les Corts,21,Pedralbes,55-59,32,16,16
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",55-59,9,3,6
2016,5,Sarrià-Sant Gervasi,23,Sarrià,55-59,37,35,2
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,55-59,18,21,-3
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,55-59,23,30,-7
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,55-59,60,64,-4
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,55-59,28,28,0
2016,6,Gràcia,28,Vallcarca i els Penitents,55-59,27,19,8
2016,6,Gràcia,29,el Coll,55-59,10,5,5
2016,6,Gràcia,30,la Salut,55-59,18,8,10
2016,6,Gràcia,31,la Vila de Gràcia,55-59,69,49,20
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,55-59,19,36,-17
2016,7,Horta-Guinardó,33,el Baix Guinardó,55-59,36,26,10
2016,7,Horta-Guinardó,34,Can Baró,55-59,8,7,1
2016,7,Horta-Guinardó,35,el Guinardó,55-59,46,38,8
2016,7,Horta-Guinardó,36,la Font d'en Fargues,55-59,8,13,-5
2016,7,Horta-Guinardó,37,el Carmel,55-59,26,31,-5
2016,7,Horta-Guinardó,38,la Teixonera,55-59,14,10,4
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,55-59,11,3,8
2016,7,Horta-Guinardó,40,Montbau,55-59,5,3,2
2016,7,Horta-Guinardó,41,la Vall d'Hebron,55-59,4,4,0
2016,7,Horta-Guinardó,42,la Clota,55-59,0,0,0
2016,7,Horta-Guinardó,43,Horta,55-59,24,22,2
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,55-59,34,37,-3
2016,8,Nou Barris,45,Porta,55-59,39,30,9
2016,8,Nou Barris,46,el Turó de la Peira,55-59,26,13,13
2016,8,Nou Barris,47,Can Peguera,55-59,5,2,3
2016,8,Nou Barris,48,la Guineueta,55-59,10,11,-1
2016,8,Nou Barris,49,Canyelles,55-59,4,9,-5
2016,8,Nou Barris,50,les Roquetes,55-59,26,16,10
2016,8,Nou Barris,51,Verdun,55-59,23,16,7
2016,8,Nou Barris,52,la Prosperitat,55-59,28,18,10
2016,8,Nou Barris,53,la Trinitat Nova,55-59,14,12,2
2016,8,Nou Barris,54,Torre Baró,55-59,3,2,1
2016,8,Nou Barris,55,Ciutat Meridiana,55-59,16,12,4
2016,8,Nou Barris,56,Vallbona,55-59,3,3,0
2016,9,Sant Andreu,57,la Trinitat Vella,55-59,13,15,-2
2016,9,Sant Andreu,58,Baró de Viver,55-59,3,5,-2
2016,9,Sant Andreu,59,el Bon Pastor,55-59,19,20,-1
2016,9,Sant Andreu,60,Sant Andreu,55-59,66,58,8
2016,9,Sant Andreu,61,la Sagrera,55-59,28,26,2
2016,9,Sant Andreu,62,el Congrés i els Indians,55-59,18,14,4
2016,9,Sant Andreu,63,Navas,55-59,32,19,13
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,55-59,50,48,2
2016,10,Sant Martí,65,el Clot,55-59,29,33,-4
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,55-59,17,19,-2
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,55-59,15,9,6
2016,10,Sant Martí,68,el Poblenou,55-59,28,32,-4
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,55-59,25,7,18
2016,10,Sant Martí,70,el Besòs i el Maresme,55-59,36,28,8
2016,10,Sant Martí,71,Provençals del Poblenou,55-59,31,29,2
2016,10,Sant Martí,72,Sant Martí de Provençals,55-59,37,33,4
2016,10,Sant Martí,73,la Verneda i la Pau,55-59,34,31,3
2016,1,Ciutat Vella,1,el Raval,60-64,84,51,33
2016,1,Ciutat Vella,2,el Barri Gòtic,60-64,32,16,16
2016,1,Ciutat Vella,3,la Barceloneta,60-64,29,20,9
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",60-64,26,17,9
2016,2,Eixample,5,el Fort Pienc,60-64,32,29,3
2016,2,Eixample,6,la Sagrada Família,60-64,57,53,4
2016,2,Eixample,7,la Dreta de l'Eixample,60-64,61,47,14
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,60-64,45,47,-2
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,60-64,56,57,-1
2016,2,Eixample,10,Sant Antoni,60-64,37,29,8
2016,3,Sants-Montjuïc,11,el Poble Sec,60-64,35,39,-4
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60-64,0,1,-1
2016,3,Sants-Montjuïc,13,la Marina de Port,60-64,27,30,-3
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,60-64,15,11,4
2016,3,Sants-Montjuïc,15,Hostafrancs,60-64,13,16,-3
2016,3,Sants-Montjuïc,16,la Bordeta,60-64,29,17,12
2016,3,Sants-Montjuïc,17,Sants - Badal,60-64,24,37,-13
2016,3,Sants-Montjuïc,18,Sants,60-64,39,45,-6
2016,4,Les Corts,19,les Corts,60-64,47,44,3
2016,4,Les Corts,20,la Maternitat i Sant Ramon,60-64,28,27,1
2016,4,Les Corts,21,Pedralbes,60-64,13,22,-9
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",60-64,10,8,2
2016,5,Sarrià-Sant Gervasi,23,Sarrià,60-64,17,18,-1
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,60-64,12,10,2
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,60-64,20,32,-12
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,60-64,49,54,-5
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,60-64,33,41,-8
2016,6,Gràcia,28,Vallcarca i els Penitents,60-64,13,14,-1
2016,6,Gràcia,29,el Coll,60-64,8,7,1
2016,6,Gràcia,30,la Salut,60-64,10,10,0
2016,6,Gràcia,31,la Vila de Gràcia,60-64,48,43,5
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,60-64,37,30,7
2016,7,Horta-Guinardó,33,el Baix Guinardó,60-64,24,26,-2
2016,7,Horta-Guinardó,34,Can Baró,60-64,6,10,-4
2016,7,Horta-Guinardó,35,el Guinardó,60-64,27,23,4
2016,7,Horta-Guinardó,36,la Font d'en Fargues,60-64,9,7,2
2016,7,Horta-Guinardó,37,el Carmel,60-64,23,21,2
2016,7,Horta-Guinardó,38,la Teixonera,60-64,5,9,-4
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,60-64,6,4,2
2016,7,Horta-Guinardó,40,Montbau,60-64,8,6,2
2016,7,Horta-Guinardó,41,la Vall d'Hebron,60-64,10,6,4
2016,7,Horta-Guinardó,42,la Clota,60-64,1,1,0
2016,7,Horta-Guinardó,43,Horta,60-64,18,13,5
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,60-64,18,22,-4
2016,8,Nou Barris,45,Porta,60-64,27,27,0
2016,8,Nou Barris,46,el Turó de la Peira,60-64,19,9,10
2016,8,Nou Barris,47,Can Peguera,60-64,2,0,2
2016,8,Nou Barris,48,la Guineueta,60-64,8,8,0
2016,8,Nou Barris,49,Canyelles,60-64,5,9,-4
2016,8,Nou Barris,50,les Roquetes,60-64,16,13,3
2016,8,Nou Barris,51,Verdun,60-64,8,12,-4
2016,8,Nou Barris,52,la Prosperitat,60-64,14,17,-3
2016,8,Nou Barris,53,la Trinitat Nova,60-64,8,7,1
2016,8,Nou Barris,54,Torre Baró,60-64,1,0,1
2016,8,Nou Barris,55,Ciutat Meridiana,60-64,9,7,2
2016,8,Nou Barris,56,Vallbona,60-64,2,1,1
2016,9,Sant Andreu,57,la Trinitat Vella,60-64,10,7,3
2016,9,Sant Andreu,58,Baró de Viver,60-64,1,3,-2
2016,9,Sant Andreu,59,el Bon Pastor,60-64,9,13,-4
2016,9,Sant Andreu,60,Sant Andreu,60-64,40,54,-14
2016,9,Sant Andreu,61,la Sagrera,60-64,29,25,4
2016,9,Sant Andreu,62,el Congrés i els Indians,60-64,12,10,2
2016,9,Sant Andreu,63,Navas,60-64,18,32,-14
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,60-64,41,45,-4
2016,10,Sant Martí,65,el Clot,60-64,30,29,1
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,60-64,12,13,-1
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,60-64,8,7,1
2016,10,Sant Martí,68,el Poblenou,60-64,22,17,5
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,60-64,9,12,-3
2016,10,Sant Martí,70,el Besòs i el Maresme,60-64,31,14,17
2016,10,Sant Martí,71,Provençals del Poblenou,60-64,19,21,-2
2016,10,Sant Martí,72,Sant Martí de Provençals,60-64,36,20,16
2016,10,Sant Martí,73,la Verneda i la Pau,60-64,24,23,1
2016,1,Ciutat Vella,1,el Raval,65-69,55,36,19
2016,1,Ciutat Vella,2,el Barri Gòtic,65-69,21,10,11
2016,1,Ciutat Vella,3,la Barceloneta,65-69,10,12,-2
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",65-69,11,17,-6
2016,2,Eixample,5,el Fort Pienc,65-69,20,23,-3
2016,2,Eixample,6,la Sagrada Família,65-69,42,36,6
2016,2,Eixample,7,la Dreta de l'Eixample,65-69,54,42,12
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,65-69,40,50,-10
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,65-69,55,64,-9
2016,2,Eixample,10,Sant Antoni,65-69,25,36,-11
2016,3,Sants-Montjuïc,11,el Poble Sec,65-69,40,53,-13
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,65-69,0,0,0
2016,3,Sants-Montjuïc,13,la Marina de Port,65-69,19,23,-4
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,65-69,7,14,-7
2016,3,Sants-Montjuïc,15,Hostafrancs,65-69,14,22,-8
2016,3,Sants-Montjuïc,16,la Bordeta,65-69,20,20,0
2016,3,Sants-Montjuïc,17,Sants - Badal,65-69,20,27,-7
2016,3,Sants-Montjuïc,18,Sants,65-69,36,34,2
2016,4,Les Corts,19,les Corts,65-69,34,47,-13
2016,4,Les Corts,20,la Maternitat i Sant Ramon,65-69,27,23,4
2016,4,Les Corts,21,Pedralbes,65-69,13,10,3
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",65-69,2,0,2
2016,5,Sarrià-Sant Gervasi,23,Sarrià,65-69,18,22,-4
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,65-69,11,19,-8
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,65-69,25,23,2
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,65-69,38,52,-14
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,65-69,25,40,-15
2016,6,Gràcia,28,Vallcarca i els Penitents,65-69,11,12,-1
2016,6,Gràcia,29,el Coll,65-69,9,10,-1
2016,6,Gràcia,30,la Salut,65-69,14,10,4
2016,6,Gràcia,31,la Vila de Gràcia,65-69,32,45,-13
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,65-69,26,21,5
2016,7,Horta-Guinardó,33,el Baix Guinardó,65-69,19,15,4
